word,creole_word,creole name
ribbon,riban,Haitian
rich,rich,Haitian
ride,v monte,Haitian
ridicule,"v bèt, ridikil",Haitian
right (directoin),adv adwat,Haitian
right here,isit-menm,Haitian
right there,isit-la-menm,Haitian
rigid,"rèd, rijid, sèk",Haitian
rind,"po, krout",Haitian
rinse,rense,Haitian
rise,leve kanpe,Haitian
roach,ravèt,Haitian
roar,"v gronde, ranmi",Haitian
rob,"vole, vòlè",Haitian
rogue,"vakabon, vòlè",Haitian
role,wèl,Haitian
roll,v roule,Haitian
romance,romans,Haitian
roof,"tèt kay, twakay",Haitian
root,rasin,Haitian
rope,kòd,Haitian
rot,n pouriti,Haitian
rotten,pouri,Haitian
rough,brital,Haitian
rouse,reveye,Haitian
route,n rout,Haitian
row,"n ronje, ran",Haitian
rubber,kaoutchou,Haitian
rubbish,fatra,Haitian
rude,"grosoulye, grosye",Haitian
ruin,n ruin,Haitian
rum,ronm,Haitian
run,kouri,Haitian
run away,v. kouri ale bè rout,Haitian
run down,v. koule,Haitian
rust,n rouy,Haitian
 rare,ra,Haitian
fill to the brim,ra boday,Haitian
to botch. botched,rabache,Haitian
to overcast,rabat,Haitian
undercooked,rabi,Haitian
to shove,raboure,Haitian
bay,"rad, gòlf, bè",Haitian
x-ray,radyografi,Haitian
scrape,rafle,Haitian
backwoods,raje,Haitian
bush,"raje, rak",Haitian
withdraw,rale soti,Haitian
reenforce,ranfòse,Haitian
buffoon,"ransè, voryen",Haitian
speed,rapidite,Haitian
"to patch, patched",rapistole,Haitian
rural Mardi Gras,rara,Haitian
scarcity,ratezon,Haitian
rake,rato,Haitian
"to shorten, to shrink, shortened",ratresi,Haitian
destructive,ravajè,Haitian
boring,raz (penitan),Haitian
 bore,raz,Haitian
broke,razè,Haitian
shave,raze,Haitian
reshuffle,rebat,Haitian
brim,rebò,Haitian
boost,rechaje,Haitian
stove,recho,Haitian
 tense,rèd,Haitian
think,"  reflechi (panse, kwè) ",Haitian
reform,refòm,Haitian
ruler (measure),règ,Haitian
take care of,regle,Haitian
sorry,regrèt,Haitian
succeed,reisi,Haitian
zone,rejyon,Haitian
reclaim,reklame,Haitian
shout,rele fò,Haitian
yell,rele (kriye),Haitian
call at,rele nan,Haitian
religious,relijye,Haitian
waist,rem (tay),Haitian
take back,repran,Haitian
repression,represyon,Haitian
scold,reprimande,Haitian
up-to-date,resan (ajou),Haitian
recite,resite,Haitian
spring,"resò, sous",Haitian
venerate,respekte,Haitian
breathe,respire,Haitian
servant,restavèk (bòn),Haitian
stay,rete,Haitian
shrink,retresi,Haitian
fire (fired),revoke,Haitian
withstand,reziste (sipòte),Haitian
reasonable,rezonab,Haitian
clang v,rezone,Haitian
solve,rezoud (solisyone),Haitian
street,ri (lari),Haitian
wrinkle,rid,Haitian
stingy,ripya (kras),Haitian
rural,riral,Haitian
 crafty,rize (abil),Haitian
sly,rize (sounwa),Haitian
tall,ro,Haitian
stone,ròch,Haitian
 round,ron,Haitian
snore,ronfle,Haitian
belch,rote (vomi),Haitian
wheel,rou,Haitian
scorch,rousi (boule),Haitian
routine,routine,Haitian
sack,n sak,Haitian
sacrifice,n sakrifis,Haitian
sad,tris,Haitian
sail,n vwal,Haitian
salad,salad,Haitian
salary,salè,Haitian
sale,n lavant,Haitian
saliva,krache,Haitian
salmon,somon,Haitian
salute,v salye,Haitian
same,menm,Haitian
sample,n echantiyon,Haitian
sand,sab,Haitian
sandwich,sandwich,Haitian
sane,lisid,Haitian
sash,sentiwon,Haitian
satisfy,v satistè,Haitian
saturate,"satire, boure",Haitian
Saturday,samdi,Haitian
sauce,sòssaucer,Haitian
sausage,sosis,Haitian
save,sove,Haitian
savior,"sovè, lesovè",Haitian
scarf,echap,Haitian
scent,"sant, orè",Haitian
schedule,n orè,Haitian
school,lekòl,Haitian
science,syans,Haitian
scientific,syantifik,Haitian
scissors,sizo,Haitian
score,n skò,Haitian
scorn,v meprize,Haitian
scoundrel,kannay,Haitian
scratch,v grafouyen,Haitian
screen,ekran,Haitian
scribble,v madjigridji,Haitian
sea,"lanmè, loseyan",Haitian
seal,n tanpon,Haitian
second (time),segonn,Haitian
secret,n sekrè,Haitian
secretary,sekrite,Haitian
secure,adj ansekirite,Haitian
security,sekirite,Haitian
seduce,sedui,Haitian
see,wè,Haitian
seem,sanble,Haitian
seize,sezi,Haitian
select,"seleksyone, chwazi",Haitian
self,"tèt, kò",Haitian
selfish,egoyis,Haitian
sell,vann,Haitian
senate,sena,Haitian
send,voye,Haitian
sensational,sansasyonalis,Haitian
sensationalize,v. sansasyonalize,Haitian
sense,sans,Haitian
sensible,sansib,Haitian
separate,"adj apa, separe",Haitian
September,septanm,Haitian
sequence,sekans,Haitian
series,seri,Haitian
serious,serye,Haitian
serpent,koulèv,Haitian
serve,sèvi,Haitian
service,sèvis,Haitian
settle,"v etabli, tabli",Haitian
seven,sèt,Haitian
seventy,swadandis,Haitian
several,plizyè,Haitian
severe,sevè,Haitian
sex,sèks,Haitian
shade,n lonbraj,Haitian
shadow,lonbraj,Haitian
shake,v souke,Haitian
shallow,pa fon,Haitian
shape,fòm,Haitian
share,"separe, pataje",Haitian
shark,rèkin,Haitian
shell,koki,Haitian
shelter,"n ladesant, tonnèl",Haitian
ship,bato,Haitian
shiver,v tranble (fredi),Haitian
shoe,soulye,Haitian
shoot,v tire,Haitian
shop,"n magazen, boutik",Haitian
shore,bòdmè,Haitian
shoulder,n zepòl,Haitian
show,n program,Haitian
shut,v fèmen,Haitian
shy,timid,Haitian
side,"n bò, kote",Haitian
sign,"n siy, pankat",Haitian
signature,siyati,Haitian
silk,swa,Haitian
silly,"enbesil, bèt, komik",Haitian
similar,"sanble, genlè menm",Haitian
simple,senp,Haitian
sin,n peche,Haitian
since,depi,Haitian
sincere,sensè,Haitian
single,"selibatè, grenn",Haitian
sink,"v plonje, koule",Haitian
sip,v sirote,Haitian
sister,sè,Haitian
situation,sitiyasyon,Haitian
six,sis,Haitian
sixty,swasant,Haitian
skate,monte paten,Haitian
skid,patinen,Haitian
slack,"n pantlon, kanson",Haitian
slander,kalomnye,Haitian
slap,v souflete,Haitian
sleeve,manch,Haitian
slice,n tranch,Haitian
slide,v glise,Haitian
slightly,toupit,Haitian
slim,mens,Haitian
sling,n echap,Haitian
sluggard,adj parese,Haitian
sly fellow,bankoulou,Haitian
small,piti,Haitian
smell,"v santi, pran odè",Haitian
smile,v souri,Haitian
smother,"trangle, toufe",Haitian
smoulder,"mijote, konsonmen",Haitian
snack,n goute,Haitian
snail,kalmason,Haitian
sneeze,v etènye,Haitian
snow,n lanèj,Haitian
so,"alò, sitèlman, otan",Haitian
so-so,kan sa,Haitian
soak,v tranpe,Haitian
soap,n savon,Haitian
social,sosyal,Haitian
society,"n sosyete, lasosyete",Haitian
soft,mou,Haitian
soil,v sal,Haitian
soldier,solda,Haitian
solemn,solanèl,Haitian
solid,"fèm , solid",Haitian
solution,"n solisyon, tranpe",Haitian
somber,sonm,Haitian
some,"enpe, kèk",Haitian
somebody,yon moun,Haitian
somehow,enpòt kijan,Haitian
something,"bayay, kichoy",Haitian
sore,kòkraz,Haitian
soul,nanm,Haitian
sound,son,Haitian
soup,"soup, lasoup",Haitian
south,"sid, nansid",Haitian
soviet,sovyetik,Haitian
sow,v simen,Haitian
space,"plas, espas",Haitian
Spanish,"panyol, panyèl",Haitian
sparkle,c klere,Haitian
speak,pale,Haitian
spectacle,"spektak, program",Haitian
spelling,"òtograf, ètograf",Haitian
spider,zariyen,Haitian
spin,vire,Haitian
spinster,vyèyfi,Haitian
spirit,"lespir, move zèspit",Haitian
slendid,splandid,Haitian
split,v separe,Haitian
spoil,v gate,Haitian
spoon,kiyè,Haitian
spot,tach,Haitian
spread,v gaye,Haitian
square,adj kare,Haitian
square (plaza),plas,Haitian
stage,etap,Haitian
stair,eskalye,Haitian
stammer,bege,Haitian
stamp,n tenm,Haitian
stand,v kranpe,Haitian
standard,estanda,Haitian
star,"etwal, setwal",Haitian
start,v stat,Haitian
starve,"grangou, mouri grangou",Haitian
station,stasyon,Haitian
statistic,estatistik,Haitian
status,estati,Haitian
steering wheel,volan,Haitian
step,"pa, mach",Haitian
stew,bouyon,Haitian
stick,baton,Haitian
still,"gildiv, toujou",Haitian
stool,taboure,Haitian
storm,"van, move tan, loraj",Haitian
straight ahead,tou dwat,Haitian
strangle,trangle,Haitian
strategy,estrateji,Haitian
stress,tansyon,Haitian
stretch,v rale,Haitian
strict,strik,Haitian
structure,estrilti,Haitian
struggle,"n batay, lit, boule",Haitian
stuck,bare,Haitian
study,etidye,Haitian
stupid,estipid,Haitian
stupidity,sòt,Haitian
subject,sijè,Haitian
subscribe,"v abòne, souskri",Haitian
success,siksè,Haitian
such,"kalite, tèl",Haitian
such a way,tèlman,Haitian
suck,v souse,Haitian
suffer,v soufri,Haitian
sugar,sik,Haitian
suggest,v sijere,Haitian
suggestion,sijesyon,Haitian
suicide,n sisid,Haitian
suicide (commit ...),v siside,Haitian
suit,n kostim,Haitian
sullen,mòksis,Haitian
summer,"ete, lete",Haitian
summon,konvoke,Haitian
sun,"solèy, sole",Haitian
sunglasses,youn kat je nwwa,Haitian
superior,siperyè,Haitian
supervise,sipevize,Haitian
support,"v sipòte, soutni",Haitian
suppose,v sipoze,Haitian
supreme,siprèm,Haitian
supreme court,lakou siprèm,Haitian
make sure,pou pi si,Haitian
surely,siman,Haitian
surprise,n sipriz,Haitian
surrender,v baylegen,Haitian
suspect,adj sispèk,Haitian
suspend,sispann,Haitian
suspicion,suspisyon,Haitian
suspicous,sispèk,Haitian
swallow,v vale,Haitian
sweat,"sue, swe",Haitian
swim,naje,Haitian
swing,n balansin,Haitian
syllable,silab,Haitian
Syrian,siryen,Haitian
syringe,sereng,Haitian
system,"sistèm,S,sa tout fason - anyway ,sab - sand ,sachè - bag ,sadepan - that depends",Haitian
table,"tab, tablo",Haitian
table below,tablo ki anda,Haitian
tail,"lake, ke",Haitian
take,v pran,Haitian
talk,"v pale, koze",Haitian
tap,v tape,Haitian
tape,tep,Haitian
tape recorder,n tep,Haitian
target,v vize,Haitian
tart,brak,Haitian
taste,n gou,Haitian
tax,n taks,Haitian
tea,te,Haitian
tear open,dekond,Haitian
technical,teknik,Haitian
technology,teknoloji,Haitian
tedious,fatigan,Haitian
teenager,tinedjè,Haitian
telephone,telefonn,Haitian
tell a joke,ba blag,Haitian
tell a lie,ba manti,Haitian
temper,n tanperaman,Haitian
tempest,tanpèt,Haitian
temple,tanp,Haitian
temporary,tanporè,Haitian
tempt,tante,Haitian
tenant,lokatè,Haitian
tender,"adj tann, sansib",Haitian
tense,"adj enève, rèd",Haitian
tent,tant,Haitian
term,tèm,Haitian
terrible,terib,Haitian
terror,laterè,Haitian
test,"n tès, egzamen",Haitian
than all,pasè tout,Haitian
thank,remèsye,Haitian
thank god,gras a dye,Haitian
theater,teat,Haitian
there,la,Haitian
there is,are,Haitian
there it is,vwala,Haitian
they,yo,Haitian
third,trwazyèm,Haitian
thirst,swèf,Haitian
thirteen,trèz,Haitian
thirty,trant,Haitian
Thomas,Toma,Haitian
thought,panse,Haitian
thousand,mil,Haitian
threaten,v menase,Haitian
three,twa,Haitian
throat,gòj,Haitian
throw,"voye, lage",Haitian
thunder,loray,Haitian
ticket,"tikè, biye",Haitian
tie down,mare tighten,Haitian
timber,bwa chapant,Haitian
time,"lè(when), tan(general), fwa(number of ..),,    kou",Haitian
timid,"timid, kazwèl",Haitian
tiny,toupiti,Haitian
tip,tèp,Haitian
tire,n. kaoutchou,Haitian
tired,fatige,Haitian
tissue,papye twalèt,Haitian
title,n tit,Haitian
to,"a, nan",Haitian
toast,n. pen grye,Haitian
toe,zòtèy,Haitian
toil,"v travay di, trimen",Haitian
tomato,tomat,Haitian
tomb,tonm,Haitian
too,"tou, trò",Haitian
tool,zouti,Haitian
top,tèt,Haitian
on top of,"sou, sous",Haitian
torch,tòch,Haitian
tortoise,tòti,Haitian
torture,v malmennen,Haitian
total,total,Haitian
touch,"v touche, manyen",Haitian
tourist,touris,Haitian
toward,vè,Haitian
trace,v trase,Haitian
track,v suiv,Haitian
trade,n metye,Haitian
traffic,trafik,Haitian
train,tren,Haitian
traitor,trèt,Haitian
transfer,v transfere,Haitian
translate,tradui,Haitian
transportation,transpè,Haitian
travel,n vwayaj,Haitian
treasure,trezò,Haitian
treat,v trete,Haitian
tree,pyebwa,Haitian
tremble,tranble,Haitian
trigonometry,trignometri,Haitian
trim,v bòdu,Haitian
trip,"n vwayaj, liny, tounen",Haitian
trouble,"n problèm, troub",Haitian
truck,kamyon,Haitian
TRUE,vre,Haitian
truly,vrèman,Haitian
trunk,kòf,Haitian
trust,v fè konfyans,Haitian
truth,"laverite, verite",Haitian
try,v eseye,Haitian
Tuesday,madi,Haitian
turkey,kodenn,Haitian
turn,"tounen, vire",Haitian
tutor,n profesè,Haitian
twenty,ven,Haitian
twist,v tòde,Haitian
"rapid, fast, quick",taptap,Haitian
ugly,lèd,Haitian
umbrella,parapli,Haitian
unable,enkapab,Haitian
unbearable,ensipòtab,Haitian
uncle,"tonton, monnonk",Haitian
uncommon,estraòdinè,Haitian
unconscious,san konesans,Haitian
undergo,sibi,Haitian
understanding,konesans,Haitian
unfortunately,malerezman,Haitian
unhappy,"tris, pa kontan",Haitian
unify,inifye,Haitian
unit,"inite, grenn",Haitian
United Nations,Nasyonini,Haitian
United States,Zetazini,Haitian
in the U S,ozetazini,Haitian
U.S. History,Istwa Etazini,Haitian
urbanization,ibanizasyon,Haitian
have use for,sèvi ak,Haitian
used to,konn,Haitian
usual,"òdinè, selon lizaj",Haitian
utensil,istansil,Haitian
utility,itilite,Haitian
utterance,"espresyon,\t,    u",Haitian
eighth,uityèm,Haitian
bind,uni,Haitian
V ~ Kreyol pronunciation ( Ve ) ( as in very ) vacation,vakans,Haitian
valiant,vanyan,Haitian
valid,valid,Haitian
valley,"savann, plato",Haitian
valuable,valab,Haitian
value,valè,Haitian
valve,valv,Haitian
vanilla,vaniy,Haitian
vanquish,"venk, genyen",Haitian
variation,varyasyon,Haitian
varnish,adj,Haitian
vast,vast,Haitian
vegetable,legim,Haitian
vehicle,machin,Haitian
ventilated,aere,Haitian
vermin,"parazit, vèmin",Haitian
version,vèsyon,Haitian
very,"(much)anpil, trè, bien, (the same) menm",Haitian
vex,vekse,Haitian
vice,"vis, mani",Haitian
victim,viktim,Haitian
victory,viktwa,Haitian
view,v egzamine,Haitian
village,"bouk, vilaj",Haitian
vinegar,vinèg,Haitian
violation,vyolasyon,Haitian
violet,vyolèt,Haitian
virgin,"tif, vyèj",Haitian
visa,visa,Haitian
vision,vizyon,Haitian
vital,"vital, serye",Haitian
vocabulary,vokabilè,Haitian
voice,n vwa,Haitian
volume,volim,Haitian
volunteer,volontè,Haitian
vomit,n vomi,Haitian
vote,n vòt,Haitian
voter registration,enskripsyon elektè,Haitian
voudou (voodoo),voodoo,Haitian
voyage,"vwayaj,    v",Haitian
vaccination,vaksen,Haitian
vaccinate,vaksinen,Haitian
vein,venn,Haitian
vessel,vesèl,Haitian
virus,viris,Haitian
screw,vise,Haitian
visit,vizit,Haitian
to visit,visite,Haitian
veal,vo,Haitian
"to dismiss, send away",voye ale,Haitian
to throw away,voye jete,Haitian
veil,vwal,Haitian
hymen,vwal twou pati yon fi,Haitian
violent,vyolan,Haitian
wade,patoje,Haitian
wage,"n salè, peròl",Haitian
wager,n paryaj,Haitian
wagon,charyo,Haitian
wait,tann,Haitian
waiter,gason,Haitian
walking,adj. a pye,Haitian
wall,"mi, panno",Haitian
war,lagè,Haitian
wardrobe,(l)amwa,Haitian
warm,tyèd,Haitian
warn,"prevni, acèti",Haitian
wart,"bouton, zanpoud",Haitian
wash,v lave,Haitian
wash up,fè twalèt (li),Haitian
washable,netwayabe,Haitian
washbasin,"kivèt, lavado",Haitian
washcloth,"sèvyèt twalèt, ti sèvyèt",Haitian
washing,lavaj,Haitian
washing of pubic region,fè twalèt deba,Haitian
washtub,"benwa, basin",Haitian
waste,n gaspiyaj,Haitian
watch,n mont (as in time),Haitian
watch for,siveye,Haitian
watch out,pinga!,Haitian
wax,lasi,Haitian
we,"nou', "" n'""]",Haitian
weaken,febli,Haitian
weapon,zam,Haitian
wear,"v pote, mete",Haitian
weather,"klima, tan",Haitian
weave,"v tise, mare",Haitian
Wednesday,mèkredi,Haitian
week,"semèn, senmenn",Haitian
welcome,n bèlantre,Haitian
welfare,byennèt,Haitian
well then,en ben,Haitian
as well as,byen ke,Haitian
werewolf,lougarou,Haitian
west,"lwès, nan lwès",Haitian
Western Europe,Ewèp Oksidantal,Haitian
wet,mouye,Haitian
whale,balèn,Haitian
wharf,waf,Haitian
what,kisa,Haitian
whatever,"nenpòt, kèlkeswa",Haitian
when,"le, kou, kan, kilè, likè",Haitian
whence,kidonk,Haitian
whenever,nepòt kilè,Haitian
where,"kikote, kibò",Haitian
whet,ile,Haitian
which,"kilès, ke, ki",Haitian
whirl,toubiyon,Haitian
whisky,wiski,Haitian
whistle,n siflèt,Haitian
who,"kimoun, kilès",Haitian
wholly,konplètmewhy,Haitian
whore,bouzin,Haitian
wicked,mechan,Haitian
width,lajè,Haitian
widow,vèv,Haitian
widower,vèf,Haitian
wife,"madanm, fanm",Haitian
wild,sovaj,Haitian
win,v genyen,Haitian
wind,n van,Haitian
wing,zèl,Haitian
winner,gayan,Haitian
wipe,siye,Haitian
wire,"fil elektrik, kab",Haitian
wisdom,lasajès,Haitian
wise,saj,Haitian
wish,v swete,Haitian
wit,"wntelijans, konprann",Haitian
witch,sòsyè,Haitian
wizard,sòsye,Haitian
wonder,n mèvèy,Haitian
wool,lenn,Haitian
word,mo,Haitian
worker,"ouvriye, travayè",Haitian
world,lemonn,Haitian
worry,n traka,Haitian
worse,pi mal,Haitian
wound,n blesi,Haitian
wow!,mezanmi! papa!,Haitian
wrap,vlope,Haitian
wrestle,lite,Haitian
wretched,mizerab,Haitian
wring,"v tòde, tòdye",Haitian
wrist,ponyèt,Haitian
write,ekri,Haitian
wrong,"move, mal, pa sa",Haitian
yes,wi,Haitian
robe,wòrbdechanm,Haitian
roller,woulo,Haitian
sesame,wowoli,Haitian
bow tie,"wozèt,  X ~ Kreyol pronunciation ( iks ) ,    -( i sounds like an e = eeks ) ",Haitian
xenophobia,"zenofobi, pé etranje",Haitian
xylophone,"zilofòn,Y,Y ~ Kreyol pronunciation ( igreg ),-( i sounds like an e = egreg ) ",Haitian
yard,lakou,Haitian
yard (3 feet),twa pye,Haitian
yawn,baye,Haitian
yearn,sipliye,Haitian
yeast,leven,Haitian
yesterday,yè,Haitian
yonder,laba,Haitian
you,ou,Haitian
yourself,ou-menm,Haitian
youth,lajenès,Haitian
yam,yanm,Haitian
dance rhythm (:voodoo),yanvalou,Haitian
kind of fish - kind of dance,yaya,Haitian
last night,yè oswa (yè swa),Haitian
to be (kouman ou ye?,ye,Haitian
t whine (complain),yenyen (nyennyen),Haitian
"feud, quarrel",yingyang,Haitian
iodized,yòde (iyòde),Haitian
yogurt,yogout,Haitian
one-way,yon sans,Haitian
tapeworm,youyou [ loulou(t) ],Haitian
yo-yo (toy),yoyo,Haitian
penis,yoyo (yoyo-l),Haitian
zero,zewo,Haitian
zigzag,"zigzag,  zigzage",Haitian
zinc,zenk,Haitian
zip,"zip,  zipe",Haitian
zip code,kòd postal,Haitian
zoo,zou,Haitian
"matter, affair, situation. belongings",zaf? (af?),Haitian
classmate,zanmi lekol,Haitian
"buddy, partner",zanmi (patnè),Haitian
fragment of broken glass,zenglen,Haitian
bandits - armed criminals operating on their own or recruited to,"zenglendo,  terrorize or kill.",Haitian
armpit,zesèl,Haitian
bone,zo,Haitian
"skeleton like, walking skeleton",zòkò,Haitian
area,zòn,Haitian
ghost - zombi,zonbi,Haitian
fingernail - toenail,zong,Haitian
bird,zwazo,Haitian
