word,creole_word,creole_name,latlon,acrolect
wedding,nòs,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
weather,"tan,mové tan",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
weapon,fèman,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"weakness,opp","fèblès,fòs,kouway",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"weak,opp","fèb,fò,fò",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"we, us, our",nou,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"wax,matter, sleep in one's eyes",lasi,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
wave,"lanm,lanm batan",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
wattle,pawsad,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
watermelon,moulon,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
watercress,kouson,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"water,tear","dlo,glo,dlo ajenni,dlo dous,dlo gwip,dlo sikwé,mété dlo an bouch",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
was,sété,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
wart,"véwi,pikan véwi,nonm douvan nonm",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
warship,mannwa,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
warning,"avètisman,vètisman",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"war,opp","ladjè,lapé",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
wake,"lavéyé,vèy",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
waistcoat,jilyé,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"waist, lower back",wen,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
vulture,kòbo,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
volcano,"vòlkan,lévé vòlkan",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
voice,vwa,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
vision,vizyon,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
visa,vizé,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
virgin,vyèj,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
violin,"vyélon,anba gòj",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
vinegar,vinèg,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"vine,branch used as a whip","lyenn,fwèt,kavach,fwèt,kavach,lyenn chasè,lyenn dous,lyenn savon,lyenn wid",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
village,vilaj,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
victory,laviktwa,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"vice, immorality","vis,mal pwòpté,vyé lavi,fè vis,fwékanté,kouché,kouché,pwan,pwan",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"vexed, irritated, cross, annoyed, upset,when you are not speaking with someone because of an unhappy relationship",faché,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"very, very much",joliman,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"very, very much","toubonnman,toubonmnan,toubwennman,toubonnman kon sa",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
very bad person,"dévagondé,dévégondé,mové lam,vyé lam,vyé lam",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
verse,vèwsé,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"vermin, pest",vèmin,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
venom,vlen,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
venereal disease,kako,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"vendor, merchant",machann,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
vendor,wivandèz,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
vein,venn,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"veil,sail",vwèl,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
vegetable,lédjim,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"varnish,to varnish",venni,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"various, diverse",divès,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
van,vann,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
value,valè,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
valuable,valowab,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
valet,valé,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"vagina of a child, sometimes of an older woman","kòkòt,chè doudou kòkòt",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"vagabond, loafer,wayward","vakabon,dwivayèz,dwivayèz",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
vacation,vakans,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
uvula,lalwèt,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
urine,"pisa,pisa dou",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"upwind,windward side, east",ovan,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
upstairs,anhogwiyen,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
unto death,olanmò,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"until,as far as, up to","jis,jik,jis a tan,jis lè,jis tan,jisannatandan,jiskatan,jis a tan,jis,jis lè,jis,jis tan,jis tan,jisannatandan,jiskatan,jis,jis lè",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
"unpredictable, treacherous, without warning",antwèt,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
unmarried young woman,manmzèl,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
unless,"anba,èksèpté,èksèpté,tout tan...pa",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
unleavened bread,pennépis,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
unity,lilyon,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
United States,"Anméwik,Lanméwik",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
unintelligible utterance,boulòk,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
ungrateful,"engwa,mal onnèt,mal onnèt",Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
unfair advantage,pasyalité,Antillean Creole,"[[-60.97625737090054, 13.854575743392488], [-61.17221799732815, 13.242542119347945], [-61.66032736759374, 12.102364508664081], [-61.29520753307003, 10.449200050501304], [-65.95097513814818, 7.625881364941009], [-61.345726173194635, 15.43847496469047], [-61.60885783707536, 16.188508825672628], [-62.836025949185455, 17.894137344474558], [-53.13112570197802, 3.951936239201018]]",French
