word,creole_word,creole_name,latlon,acrolect
glory,laglwa,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
glue,lakòl,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
glutton,gouman,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gnat,papiyon lanp,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
go out,sòti,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
goat,kabrit,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gold,lò,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
good,bon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
goose,zwa,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gossip,"tripotay, zin",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gourde,goud,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
govern,gouvène,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
government,gouvènman,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
governmental,gouvènmantal,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gown,ròb,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grace,lagras,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grade,"grad  evalye, nivle",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grain,grenn,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grandchild,ptit-pitit,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grandmother,gran-papa,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grape,rezen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grass,zèb,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grate,graje,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gratitude,rekonesans,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grave,grav  tonm,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gravy,sòs,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gray,gri,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grease,"grès, (ve) grese",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
great,"gran, gwo",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
greedy,"vòlè, visye, voras, gouman",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
be greedy,gen groje,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
green,"vèt, vè",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
greet,salye,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grilled,grie,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grime,salte,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grin,ri jòn,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grind,moulen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grip,priz,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grocery,pwovizyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ground,"teren, tè",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
group,"gwoup,  gwoupe",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
grow,grandi,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
guard,"gad, jandam,  gade, siveye",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
guest,envite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
guilty,koupab,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gulp,"gòje,  vale",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gun,"revolvè, kanno",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gust,rafal,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hail (ice),lagrèl,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hack,"chire, rache",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
haggle,machande,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hairband,bando,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hairbrush,bwòs tèt,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
haircut,fè tèt,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hairdresser,kwafè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
Haitian,Aiysyen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hall,"koridò, òl",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ham,janbon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hammer,mato,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hand,men,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
handbag,valiz,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
handcuffs,menòt,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
handful,ponyen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
handkerchief,mouchwa,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
handle,"manch,  manyen, touche, okipe",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
handlebars,gidon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
handsaw,"legoin, goin, goyin",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
handshake,lanmen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
handy,"itil,sou la men",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hang,"pann, kwoke",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hang out (to idle),pandye,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hang up,kwoke,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hangover,an mal makak,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
happen,"rive, pase",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
harbor,"pò, waf",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
harm,maltrete,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
to harness,hanache,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
harvest,rekòlte,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hate,"èn, rayisman,  rayi",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
haul,"bwote, chaje",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
have,genyen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
he,li,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
headache,maltèt,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
health,"sante, lasante",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
heap,pil,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
heart,kè (heart),Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
heaven,"suèl, paradi",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
heavy,"lou, peze",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
Hebrew,ebre,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hedge,"bòdi, lizyè",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
heed,fè atansyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
heel,talon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
height,wotè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hell,lanfè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hello,bonjou,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hen,maman poul,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
herb,zepis,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
here,"isit, men",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
herself,li-menm,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hesitate,ezite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hiccup,okèt,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hideous,"lèd, efreyan",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
high school,lekèl segondè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hill,mòn,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hillbilly,moun mòn,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hire,enplwaye,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
historic,istorik,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hoarse,answe,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hoe,wou,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hog,kochon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hold,kenbe,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hole,twou,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
holiday,knoje,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hollow,kre,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
holy,sen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
home,lakay,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
home economics,ekonomi domestik,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
homespun,natif natal,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
honest,onèt,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
honey,"siwo, siwo myèl",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
honor,lonè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hoof,pat zannimo,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hook,"kwòk, zen,  kwoke",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hop up and down,ponpe,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hope,"lespwa,  espere",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
horn,"kòn, klakxonn",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hornet,gèp,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hospitality,ospitalite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hostess,otès,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hotel,lotèl,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
however,"men, sepedan",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
howl,ranni,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
huge,gro,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
human,"moun, imen",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
humble,modès,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
humid,"imid, mouye",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
humiliate,fè ront,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hunchback,bosu,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hundred,san,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hurricane,siklòn,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hurry,"kouri, prese",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
husband,mari,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hush,silans,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hyphen,"tirè,",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hip,pelvis,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
voodoo priest,"houngan, ,    I ~ Kreyol pronunciation ( e )( as in eve )",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ID Card,kat-didantite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ice pick,pik,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
identify,idantifye,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
identification,idantite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
idiot,idyo,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
if,si,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ignorance,"iyorans (same as: liyorans, inyorance)",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ignorant of,iyore,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ignorant,"iyoran (same as: sòt, kreten)",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ignore,vag,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ill,malad,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ill-bred,maledve,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
image,imaj,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
imaginatiom,imajinasyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
imagine,imajine,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
imbecile,enbesil (same as: joko),Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
imitate,imite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
imitation,imitasyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
immature (unripe),ole,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
immediate,imedyat,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
immediately,touswit,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
immense,imans,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
immigrant,imigran,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
immigration,v. imigrasyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
immoral,imoral,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
immortal,imòtèl,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
impart,montre,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
impatient,enpasyan,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
implicate,enplije,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
important,enpòtan,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
impossible,enposib,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
impress,enpresyone,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
in a good mood,sou san (sou san-m),Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
in a while,talè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
in case,sizoka,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
in it,ladan,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
in order to,pou,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
in February 1993,nan mwa fevrye lane 1993,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
in step,opa,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
"in that area, around there",la-yo,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
in the wink of an eye,taptap (adv.),Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
in vain,pou granmèsi,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
inbred,ras kabrit,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
inbreed,akouple,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
incense,lansan,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
incessantly,plede,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
inch,pous,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
incise,koupe,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
incite,ensite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
inclination,"pant, enklinasyon",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
increase,"ogmantasyon,  ogmante",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
incredible,enkwayab,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
indeed,kanmenm,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
independent,endepandan,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
index,endeks indicate,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
indict,akize,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
indignation,endiyasyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
individual,"grenn pa grenn,  oun",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
industrialization,endistriyalizasyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
infect,enfekte,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
influence,enfliyans,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
information,"enfomasyon, vansèyman",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
inherit,eritye,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
inheritance,eritaj,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
initial,"inisyal, premye",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ink,lank,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
innocent,inosan,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
inquire,fè demann,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
insist,ensiste,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
insolent,ensolan,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
inspect,kontrole,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
install,v. enstale,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
instant,"enstantane,  moman",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
instead,olye,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
institute,enstiti,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
institution,enstitisyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
insult,"ensilt,  joure",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
intelligence,lèspri,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
intend,gen lentansyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
intent,lentansyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
interfere,entèfere,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
international,entènasyonal,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
interrupt,entrèronp,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
intersection,kafou,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
into,nan,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
introduce,prezante,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
introduction,entwodiksyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
invent,envante,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
invisible,envizib,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
invoke,envoke,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
iodine,yòd,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
iron,fè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
irritate,irite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
island,"il, zile",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
Italian,italyen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
group of voudou deities,Iibo,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
dance rhythm associated with Ibo deities,ibo,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
emergency,ijans,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hygiene,"ijyèn (ijyenn, lijyèn)",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
ulcer,ilsè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
humor,imè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
humidity,imidite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
"immorality, misconduct",imoralite (limoralite),Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
unite,ini (inyon),Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
uniform,inifòm,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
unity,inite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
"useless, unnecessary",initil,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
university,inivèsite,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
"flood, flooded",inonde,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
union,inyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
hypocrite,ipokrit,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
"irritation, inflammation",iritasyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
history,istwa,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
useful,itil,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
to use,itilize,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
winter,ivè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
factory,izin (lizin),Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
isolate,"izole, ,J",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jab,koutpwen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jacket,"jakèt, kostim",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
January,janvye,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jargon,jagon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jaw,machwa,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jealous,jalou,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jelly,jele,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jew,jwif,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jog,pouse,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
join,"rankontre, reyini, koud",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
journalist,jounalis,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
journey,vwayaj,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
joy,kontantman,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
judge,"jij,  jije",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
judgment,jijman,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jug,krich,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
juice,ji,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
July,juyè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jump,"ponpe, vole",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
June,jen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
junior,jinyò,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
junkwood,kabinaj bwa,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
jury,jiri,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
justice,"lajistis, jistis",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
justify,jistifye,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
landscape,jaden flè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
Jacmel,Jakmèl,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
parrot,jako,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
a person who repeats everything said,jakorepèt,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
never,"jamè (janm, pa janm)",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
manner,jan,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
leg,janm,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kind,janti,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
bark,jape,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
blind,je pete,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
baby food,jèbè,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
Thursday,jedi,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
moan,jemi,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
young,jèn (jenn),Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
narrow,"jennen, jis",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
burden (oneself),jennen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
lad,jennjan,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
knee,jenou,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
Jesuit,Jezuit,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
judicial,jidisye,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
gymnastic,jimnastik,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
twin,jimo,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
skirt,jip,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
swear,jire (sèmante),Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
till,"jis, jiska",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
fair,"jis, ekitab",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
even,jis,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
until,"jiska, jiskaske",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
plea,jistifikasyon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
today,jodi,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
yellow,jòn,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
yolk,jònze,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
up to,jouk,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
pumkin (squash),joumou (kalbas),Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
"log, log book","jounal, dosye,  note",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
blame,joure,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
joke around,jwe,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
joint,jwenti,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
enjoyment,"jwisans, ,K,\tK ~ Kreyol pronunciation ( Ka ) ( as in cat )",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kangaroo,kangourou,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
karate,karate,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
keep,"kenbe, sere",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kerosene,"kewozin, gaz lanp",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
"kettle, large",chodwon,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
key,kle,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kid,timoun,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kidney,ren,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kidney stone,wòch nan ren,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kill,"tuiye, touye",Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kilometer,kilomèt,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kin,paran,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kindness,jantiyès,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
kindling,beapen,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
king,wa,Haitian Creole,"[-72.33179106730078, 18.946199616160314]",French
